,back_legroom,body_type,dealer_zip,engine_type,exterior_color,front_legroom,fuel_tank_volume,fuel_type,has_accidents,horsepower,interior_color,is_new,make_name,maximum_seating,price,theft_title,torque,transmission,transmission_display,wheel_system,wheelbase,year
17647,--,Convertible,10019,H6,Rhodium Silver Metallic,41.6 in,18 gal,Gasoline,False,350.0,Yachting Blue,False,Porsche,4 seats,88995.0,False,287 lb-ft @ 4400 RPM,M,Manual,AWD,96.5 in,2016
17652,33.3 in,Sedan,10019,V8,Dark Blue Metallic,41.9 in,26.4 gal,Gasoline,False,440.0,Black,False,Porsche,4 seats,60995.0,False,384 lb-ft @ 3500 RPM,A,Automatic,AWD,114 in,2014
17680,--,SUV / Crossover,10019,V6,Black,--,19.8 gal,Gasoline,False,348.0,Black,False,Porsche,5 seats,68495.0,False,352 lb-ft @ 1360 RPM,A,Automatic,AWD,110.5 in,2020
17693,--,SUV / Crossover,10019,V6,Black,67 in,26.4 gal,Gasoline,False,300.0,Black/Luxor Beige,False,Porsche,5 seats,51995.0,False,295 lb-ft @ 3000 RPM,A,Automatic,AWD,114 in,2017
17696,--,Convertible,10019,H6,Agate Gray Metallic,41.6 in,18 gal,Gasoline,False,400.0,Black/Luxor Beige,False,Porsche,4 seats,110995.0,False,325 lb-ft @ 5600 RPM,M,Manual,AWD,94.5 in,2015
17730,--,Coupe,10019,H4,Lava Orange,41.6 in,16.9 gal,Gasoline,False,365.0,Black,False,Porsche,2 seats,83995.0,False,309 lb-ft @ 1900 RPM,M,Manual,RWD,97.4 in,2018
17738,--,Convertible,10019,H4,Night Blue Metallic,--,16.9 gal,Gasoline,False,365.0,Black/Bordeaux Red,False,Porsche,2 seats,88995.0,False,309 lb-ft @ 1900 RPM,M,Manual,RWD,97.4 in,2019
17746,--,SUV / Crossover,10019,V6,Moonlight Blue Metallic,67 in,26.4 gal,Gasoline,False,300.0,Black/Luxor Beige,False,Porsche,5 seats,50995.0,False,295 lb-ft @ 3000 RPM,A,Automatic,AWD,114 in,2017
17768,--,Coupe,10019,H4,GT Silver Metallic,41.6 in,16.9 gal,Gasoline,False,365.0,Black,False,Porsche,2 seats,91995.0,False,309 lb-ft @ 1900 RPM,M,Manual,RWD,97.4 in,2019
17777,,Coupe,10019,,Red,,,,False,,Black,False,Porsche,,105500.0,False,,M,Manual,,,1968
17785,--,SUV / Crossover,10019,I4,Night Blue Metallic,--,19.8 gal,Gasoline,False,252.0,Black/Luxor Beige,False,Porsche,5 seats,41995.0,False,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2017
17813,--,Sedan,10019,V6,Volcano Grey Metallic,--,23.7 gal,Gasoline,False,330.0,Black,False,Porsche,4 seats,65995.0,False,331 lb-ft @ 1340 RPM,A,Automatic,AWD,116.1 in,2017
17817,--,SUV / Crossover,10019,V6,Sapphire Blue Metallic,--,19.8 gal,Gasoline,False,340.0,Black,False,Porsche,5 seats,52995.0,False,339 lb-ft @ 1450 RPM,A,Automatic,AWD,110.5 in,2017
17833,--,Coupe,10019,H6,GT Silver Metallic,--,16.9 gal,Gasoline,False,443.0,Graphite Blue,False,Porsche,4 seats,135995.0,False,390 lb-ft @ 2300 RPM,A,Automatic,RWD,96.5 in,2020
17849,--,Convertible,10019,H6,Rhodium Silver Metallic,41.6 in,16.9 gal,Gasoline,False,400.0,Black,False,Porsche,4 seats,97995.0,False,325 lb-ft @ 5600 RPM,M,Manual,RWD,96.5 in,2016
17855,--,Sedan,10019,V6,Agate Grey Metallic,--,23.7 gal,Gasoline,False,440.0,Gray (Agate Grey),False,Porsche,4 seats,89995.0,False,405 lb-ft @ 1750 RPM,A,Automatic,AWD,116.1 in,2018
17885,--,Sedan,10019,V8,Jet Black Metallic,--,21.1 gal,Gasoline,False,677.0,Black/Bordeaux Red,False,Porsche,4 seats,153995.0,False,,A,Automatic,AWD,116.1 in,2018
17893,,Coupe,10019,H6,Black,,,Gasoline,False,,None,False,Porsche,,186900.0,False,,M,Manual,,,1989
17982,--,Coupe,10019,H6,Jet Black Metallic,41.6 in,17.9 gal,Gasoline,False,540.0,Black,False,Porsche,4 seats,159995.0,False,,A,Automatic,AWD,96.5 in,2018
18030,--,Convertible,10019,H6,Sapphire Blue Metallic,41.6 in,16.9 gal,Gasoline,False,370.0,Black,False,Porsche,4 seats,84995.0,False,331 lb-ft @ 1700 RPM,M,Manual,RWD,96.5 in,2017
18056,--,Coupe,10019,H6,Black,41.6 in,16.9 gal,Gasoline,False,370.0,Black,False,Porsche,4 seats,84995.0,False,331 lb-ft @ 1700 RPM,A,Automatic,RWD,96.5 in,2017
18315,--,Convertible,07512,H6,SILVER,41.6 in,16 gal,Gasoline,False,280.0,Black,False,Porsche,2 seats,14999.0,False,236 lb-ft @ 4700 RPM,A,Automatic,RWD,95.1 in,2006
18321,--,Sedan,11791,V8,Black,--,23.7 gal,Gasoline,False,550.0,Black,False,Porsche,4 seats,103599.0,False,567 lb-ft @ 1960 RPM,A,Automatic,AWD,122 in,2017
19015,--,SUV / Crossover,06037,V6,Rhodium Silver Metallic,--,19.8 gal,Gasoline,False,340.0,Red,False,Porsche,5 seats,39999.0,False,339 lb-ft @ 1450 RPM,A,Automatic,AWD,110.5 in,2017
19033,--,SUV / Crossover,06037,V6,Black,67 in,21.1 gal,Gasoline,True,416.0,Black/Cohiba Brown,False,Porsche,5 seats,48999.0,False,,A,Automatic,AWD,114 in,2017
19383,--,Sedan,08822,V6,Black,--,23.7 gal,Gasoline,True,330.0,Black,False,Porsche,4 seats,67999.0,False,331 lb-ft @ 1340 RPM,A,Automatic,AWD,116.1 in,2018
20624,--,SUV / Crossover,07202,I4,White,--,19.8 gal,Gasoline,False,252.0,Black,False,Porsche,5 seats,31500.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
21659,--,Coupe,07001,H6,Racing Yellow,41.6 in,17.9 gal,Gasoline,False,560.0,Black,False,Porsche,4 seats,117981.0,False,516 lb-ft @ 2100 RPM,A,Automatic,AWD,96.5 in,2015
22231,--,Coupe,08807,H6,Atlas Gray Metallic,41.6 in,16 gal,Gasoline,False,315.0,Boxster Red,False,Porsche,4 seats,33999.0,False,273 lb-ft @ 4250 RPM,A,Automatic,RWD,92.5 in,2004
22904,--,Convertible,07644,H6,White,43 in,19 gal,Gasoline,False,282.0,Brown (Beige),False,Porsche,4 seats,54500.0,False,250 lb-ft @ 5250 RPM,M,6-Speed Manual,RWD,89.4 in,1997
23070,,Sedan,07644,V6,Off White,,,Gasoline,False,,Black,False,Porsche,,69950.0,False,,A,8-Speed Automatic,,,2017
23296,--,SUV / Crossover,07644,V6,Black,67 in,21.1 gal,Gasoline,False,416.0,Black,False,Porsche,5 seats,55900.0,False,,A,8-Speed Automatic,AWD,114 in,2018
23945,--,Convertible,11803,H6,Guards Red,43 in,20 gal,Gasoline,False,247.0,Black,False,Porsche,4 seats,64800.0,False,228 lb-ft @ 4800 RPM,M,Manual,RWD,89.4 in,1991
23970,33.3 in,Sedan,11803,V6,Carrara White Metallic,41.9 in,21.1 gal,Gasoline,False,310.0,Carrera Red/Black,False,Porsche,4 seats,43800.0,False,295 lb-ft @ 3750 RPM,A,Automatic,AWD,115 in,2016
24016,33.3 in,Sedan,11803,V8,Basalt Black Metallic,41.9 in,26.4 gal,Gasoline,True,520.0,Carrera Red/Black,False,Porsche,4 seats,51800.0,False,,A,Automatic,AWD,120.9 in,2014
24066,--,Coupe,11803,H6,Polar Silver Metallic,43 in,19 gal,Gasoline,True,270.0,Black,False,Porsche,4 seats,58800.0,False,243 lb-ft @ 5000 RPM,M,Manual,RWD,89.4 in,1995
24163,--,Convertible,11803,H6,Arctic Silver Metallic,--,16.9 gal,Gasoline,False,345.0,Black,False,Porsche,4 seats,52800.0,False,288 lb-ft @ 4400 RPM,M,Manual,RWD,92.5 in,2010
24203,36 in,SUV / Crossover,11803,V8,Sand White,40.6 in,26.4 gal,Gasoline,False,405.0,Brown (Sand Beige w/Alcantara),False,Porsche,5 seats,21800.0,False,369 lb-ft @ 3500 RPM,A,Automatic,AWD,112.4 in,2009
24251,--,Coupe,11803,H6,Marine Blue Metallic,--,--,Gasoline,False,282.0,Champagne,False,Porsche,4 seats,149800.0,False,278 lb-ft @ 4000 RPM,M,Manual,RWD,89.5 in,1987
24358,--,SUV / Crossover,11780,V6,white,67 in,26.4 gal,Gasoline,False,300.0,Black,False,Porsche,5 seats,35000.0,False,295 lb-ft @ 3000 RPM,A,8-Speed Automatic,AWD,114 in,2016
25690,--,Convertible,07652,H6,Black,41.6 in,17.7 gal,Gasoline,False,480.0,Brown,False,Porsche,4 seats,87450.0,False,460 lb-ft @ 1950 RPM,M,Manual,AWD,92.5 in,2009
25798,--,SUV / Crossover,07652,V6,Rhodium Silver Metallic,67 in,26.4 gal,Gasoline,False,300.0,Black,False,Porsche,5 seats,49715.0,False,295 lb-ft @ 3000 RPM,A,Automatic,AWD,114 in,2017
25923,--,SUV / Crossover,07202,V6,Black,--,19.8 gal,Gasoline,True,340.0,Agate Gray/Pebble Gray,False,Porsche,5 seats,28900.0,False,339 lb-ft @ 1450 RPM,A,Automatic,AWD,110.5 in,2016
26335,33.3 in,Sedan,07002,V8,White,41.9 in,15.2 gal,Gasoline,False,430.0,Brown (Tan),False,Porsche,4 seats,44995.0,False,384 lb-ft @ 3500 RPM,A,7-Speed Automatic,AWD,114.9 in,2013
26473,--,SUV / Crossover,11743,I4,Black,--,19.8 gal,Gasoline,True,,Black,False,Porsche,5 seats,35995.0,False,,A,7-Speed Automatic,AWD,110.5 in,2017
26899,--,SUV / Crossover,11743,V6,Black,67 in,26.4 gal,Gasoline,False,300.0,Brown (Luxor Beige/Black),False,Porsche,5 seats,29995.0,False,295 lb-ft @ 3000 RPM,A,Automatic,AWD,114 in,2014
27178,--,SUV / Crossover,17543,V6,Palladium Metallic,67 in,26.4 gal,Gasoline,False,300.0,Black,False,Porsche,5 seats,28795.0,False,295 lb-ft @ 3000 RPM,A,Automatic,AWD,114 in,2016
27482,--,SUV / Crossover,48864,V6,White,--,23.7 gal,Gasoline,False,335.0,None,False,Porsche,5 seats,63900.0,False,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
28228,--,SUV / Crossover,48864,V6,Night Blue Metallic,--,19.8 gal,Gasoline,False,360.0,Saddle Brown,False,Porsche,5 seats,37250.0,False,369 lb-ft @ 1650 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
28484,--,Coupe,10977,H4,GT Silver Metallic,41.6 in,16.9 gal,Gasoline,False,350.0,Black/Bordeaux Red,False,Porsche,2 seats,59885.0,False,309 lb-ft @ 1900 RPM,A,7-Speed Automatic,RWD,97.4 in,2017
28552,--,Sedan,10977,V8,GT Silver Metallic,--,21.1 gal,Gasoline,False,677.0,Marsala,False,Porsche,4 seats,136770.0,False,,A,8-Speed Automatic,AWD,116.1 in,2018
28568,--,Coupe,10977,H6,Night Blue Metallic,41.6 in,17.9 gal,Gasoline,False,580.0,Espresso/Cognac,False,Porsche,4 seats,148995.0,False,,A,7-Speed Automatic,AWD,96.5 in,2017
28582,--,SUV / Crossover,10977,V6,Black,--,19.8 gal,Gasoline,False,340.0,Black/Garnet Red,False,Porsche,5 seats,48575.0,False,339 lb-ft @ 1450 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
28647,--,Convertible,08882,H6,Arctic Silver Metallic,41.6 in,17 gal,Gasoline,True,201.0,Gray (Graphite Grey),False,Porsche,2 seats,10975.0,False,181 lb-ft @ 4500 RPM,,,RWD,95.2 in,1999
28700,--,Convertible,10977,H6,White,41.6 in,17.7 gal,Gasoline,False,450.0,Black/Bordeaux Red,False,Porsche,4 seats,137995.0,False,405 lb-ft @ 2150 RPM,A,7-Speed Automatic,AWD,96.5 in,2018
28746,--,SUV / Crossover,08882,V6 Diesel,Umber,67 in,26.4 gal,Diesel,True,240.0,Black,False,Porsche,5 seats,28975.0,False,406 lb-ft @ 1750 RPM,A,Automatic,AWD,114 in,2014
28787,--,SUV / Crossover,10977,V8,Black,67 in,26.4 gal,Gasoline,False,570.0,Black,False,Porsche,5 seats,62995.0,False,590 lb-ft @ 2500 RPM,A,8-Speed Automatic,AWD,114 in,2016
28795,--,SUV / Crossover,48864,V6,Black,--,19.8 gal,Gasoline,False,348.0,Black,False,Porsche,5 seats,64900.0,False,352 lb-ft @ 1360 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
29105,--,SUV / Crossover,48864,V6,Moonlight Blue Metallic,67 in,26.4 gal,Gasoline,False,300.0,Black/Luxor Beige,False,Porsche,5 seats,52000.0,False,295 lb-ft @ 3000 RPM,A,8-Speed Automatic,AWD,114 in,2018
29111,--,SUV / Crossover,08882,V8,Gray,--,26.4 gal,Gasoline,True,500.0,Brown,False,Porsche,5 seats,17975.0,False,516 lb-ft @ 2250 RPM,A,Automatic,AWD,112.4 in,2008
29198,--,SUV / Crossover,48864,I4,Dolomite Silver Metallic,--,19.8 gal,Gasoline,False,248.0,Black,False,Porsche,5 seats,55900.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
29271,--,SUV / Crossover,08882,V6 Diesel,Dark Blue Metallic,67 in,26.4 gal,Diesel,False,240.0,Brown (BEIGE),False,Porsche,5 seats,25575.0,False,406 lb-ft @ 1750 RPM,A,Automatic,AWD,114 in,2013
29309,,Sedan,48864,,Gentian Blue Metallic,,,Electric,False,,Brown (Atacama Beige/Basalt Black),False,Porsche,,159900.0,False,,A,2-Speed Automatic,AWD,,2020
29327,36 in,SUV / Crossover,08882,V8,Dark Blue Metallic,40.6 in,26.4 gal,Gasoline,False,405.0,Gray (Graphite Grey),False,Porsche,5 seats,24975.0,False,369 lb-ft @ 3500 RPM,A,Automatic,AWD,112.4 in,2010
29544,--,SUV / Crossover,48864,V6,Rhodium Silver Metallic,67 in,26.4 gal,Gasoline,False,300.0,Black,False,Porsche,5 seats,59250.0,False,295 lb-ft @ 3000 RPM,A,8-Speed Automatic,AWD,114 in,2018
29611,--,SUV / Crossover,48864,I4,Night Blue Metallic,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,59950.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
29871,36 in,SUV / Crossover,08882,V8,Black,40.6 in,26.4 gal,Gasoline,False,405.0,Black w/Alcantara,False,Porsche,5 seats,22975.0,False,369 lb-ft @ 3500 RPM,,,AWD,112.4 in,2009
29981,--,SUV / Crossover,08882,V8,Marine Blue Metallic,--,26.4 gal,Gasoline,False,385.0,Brown (Sand Beige),False,Porsche,5 seats,16575.0,False,369 lb-ft @ 3500 RPM,A,Automatic,AWD,112.4 in,2008
30260,--,SUV / Crossover,48864,I4,Volcano Gray Metallic,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,65600.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
30500,--,SUV / Crossover,11021,V6,Blue,--,19.8 gal,Gasoline,False,340.0,None,False,Porsche,5 seats,36995.0,False,339 lb-ft @ 1450 RPM,A,Automatic,AWD,110.5 in,2016
30708,--,Coupe,48864,H4,White,41.6 in,14.2 gal,Gasoline,,300.0,Black,True,Porsche,2 seats,72640.0,,280 lb-ft @ 1950 RPM,A,7-Speed Automatic,RWD,97.4 in,2019
30772,--,SUV / Crossover,48864,V8,Jet Black,--,23.7 gal,Gasoline,False,541.0,None,False,Porsche,5 seats,129700.0,False,568 lb-ft @ 1960 RPM,A,8-Speed Automatic,AWD,114 in,2020
31089,--,SUV / Crossover,48864,I4,Night Blue Metallic,--,19.8 gal,Gasoline,,252.0,Black/Luxor Beige,False,Porsche,5 seats,44500.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2018
31090,--,SUV / Crossover,48864,I4,Night Blue Metallic,--,19.8 gal,Gasoline,True,252.0,Black/Luxor Beige,False,Porsche,5 seats,45500.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
31236,--,SUV / Crossover,48864,I4,Sapphire Blue Metallic,--,19.8 gal,Gasoline,True,252.0,Black,False,Porsche,5 seats,43500.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2018
31244,--,SUV / Crossover,48864,I4,Black,--,19.8 gal,Gasoline,False,252.0,None,False,Porsche,5 seats,43500.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
31374,--,Coupe,48864,V8,Carrara White Metallic,--,23.7 gal,Gasoline,,541.0,Black,True,Porsche,5 seats,142140.0,,568 lb-ft @ 1960 RPM,A,8-Speed Automatic,AWD,114 in,2020
31874,--,SUV / Crossover,48864,I4,Rhodium Silver Metallic,--,19.8 gal,Gasoline,True,252.0,Black/Luxor Beige,False,Porsche,5 seats,47250.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2018
32070,--,SUV / Crossover,48864,V6,Black,67 in,26.4 gal,Gasoline,,300.0,Black,False,Porsche,5 seats,47750.0,,295 lb-ft @ 3000 RPM,A,8-Speed Automatic,AWD,114 in,2017
32259,--,SUV / Crossover,48864,V6,Volcano Gray Metallic,--,19.8 gal,Gasoline,True,360.0,Black,False,Porsche,5 seats,58500.0,False,369 lb-ft @ 1650 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
32653,--,SUV / Crossover,48335,V8,Gray,--,26.4 gal,Gasoline,True,385.0,Black,False,Porsche,5 seats,10857.0,False,369 lb-ft @ 3500 RPM,A,6-Speed Automatic,AWD,112.4 in,2008
32989,--,Convertible,11238,H6,Blue,41.6 in,16 gal,Gasoline,True,258.0,Gray,False,Porsche,2 seats,5999.0,False,229 lb-ft @ 4500 RPM,A,Automatic,RWD,95.1 in,2003
34436,--,Coupe,07446,H6,Carmine Red,--,14.3 gal,Gasoline,False,385.0,Black,False,Porsche,2 seats,88900.0,False,309 lb-ft @ 4750 RPM,M,Manual,RWD,97.8 in,2016
34727,--,Convertible,07446,H6,Carrara White Metallic,41.6 in,18 gal,Gasoline,False,400.0,Black,False,Porsche,4 seats,86900.0,False,325 lb-ft @ 5600 RPM,A,7-Speed Automatic,AWD,96.5 in,2015
35250,--,Convertible,06460,H6,Black,43 in,19 gal,Gasoline,False,282.0,Black,False,Porsche,4 seats,65000.0,False,250 lb-ft @ 5250 RPM,A,Automatic,RWD,89.5 in,1996
36432,--,SUV / Crossover,07205,V6 Diesel,Rhodium Silver Metallic,67 in,26.4 gal,Diesel,False,240.0,Espresso,False,Porsche,5 seats,29890.0,False,406 lb-ft @ 1750 RPM,A,Automatic,AWD,114 in,2015
36582,--,Sedan,07205,V6,Volcano Grey Metallic,--,21.1 gal,Gasoline,False,457.0,Cohiba Brown,False,Porsche,4 seats,76555.0,False,516 lb-ft @ 1100 RPM,A,Automatic,AWD,116.1 in,2018
36679,--,Coupe,07205,H6,Black,--,16.9 gal,Gasoline,False,275.0,Black,False,Porsche,2 seats,38888.0,False,213 lb-ft @ 4500 RPM,M,Manual,RWD,97.4 in,2015
36742,33.3 in,Sedan,07205,V8,Palladium Metallic,41.9 in,26.4 gal,Gasoline,False,440.0,Cognac,False,Porsche,4 seats,48444.0,False,384 lb-ft @ 3500 RPM,A,Automatic,AWD,114 in,2015
36818,33.3 in,Sedan,07205,V6,Dark Blue Metallic,41.9 in,21.1 gal,Gasoline,False,310.0,Agate Gray,False,Porsche,4 seats,30777.0,False,295 lb-ft @ 3750 RPM,A,Automatic,AWD,114.9 in,2014
36944,--,SUV / Crossover,07205,V6,Rhodium Silver Metallic,67 in,26.4 gal,Gasoline,False,440.0,Black,False,Porsche,5 seats,43790.0,False,443 lb-ft @ 1600 RPM,A,Automatic,AWD,114 in,2016
37234,,Sedan,07205,V6,Black,,,Gasoline,True,,Black,False,Porsche,,42894.0,False,,A,Automatic,,,2015
37281,36 in,SUV / Crossover,11207,V6,Basalt Black Metallic,40.6 in,26.4 gal,Gasoline,False,290.0,Gray (Stone Grey/Steel Gre),False,Porsche,5 seats,10995.0,False,273 lb-ft @ 3000 RPM,A,Automatic,AWD,112.4 in,2008
37304,33.3 in,Sedan,07205,V8,Carbon Grey Metallic,41.9 in,15.2 gal,Gasoline,False,500.0,Gray (Platinum Grey),False,Porsche,4 seats,41894.0,False,516 lb-ft @ 4500 RPM,A,Automatic,AWD,114.9 in,2012
37508,33.3 in,Sedan,07205,V8,Jet Black Metallic,41.9 in,26.4 gal,Gasoline,True,440.0,Black,False,Porsche,4 seats,55894.0,False,384 lb-ft @ 3500 RPM,A,Automatic,AWD,114 in,2015
37525,--,SUV / Crossover,07205,V8,Dark Blue Metallic,67 in,26.4 gal,Gasoline,False,400.0,Brown (Luxor Beige),False,Porsche,5 seats,28895.0,False,369 lb-ft @ 3500 RPM,A,Automatic,AWD,114 in,2014
37556,33.3 in,Sedan,07205,V6,Black,41.9 in,23.7 gal,Gasoline,False,440.0,Black,False,Porsche,4 seats,68888.0,False,405 lb-ft @ 1750 RPM,A,Automatic,AWD,116.1 in,2017
37563,33.3 in,Sedan,07205,V8,Grey,41.9 in,26.4 gal,Gasoline,True,520.0,Black/Saddle Brown,False,Porsche,4 seats,47690.0,False,,A,Automatic,AWD,120.9 in,2015
37580,--,Convertible,07205,H4,Black,--,14.3 gal,Gasoline,True,300.0,Black,False,Porsche,2 seats,45894.0,False,280 lb-ft @ 1950 RPM,M,Manual,RWD,97.4 in,2017
37699,33.3 in,Sedan,07205,V6,White,41.9 in,21.1 gal,Gasoline,False,310.0,Carrera Red/Black,False,Porsche,4 seats,49894.0,False,295 lb-ft @ 3750 RPM,A,Automatic,AWD,115 in,2016
37760,--,Coupe,08638,H6,Silver,41.6 in,17.7 gal,Gasoline,False,480.0,Black,False,Porsche,4 seats,69995.0,False,460 lb-ft @ 1950 RPM,A,5-Speed Automatic,AWD,92.5 in,2007
38618,--,SUV / Crossover,11358,V6,WHITE,67 in,26.4 gal,Gasoline,False,300.0,Black,False,Porsche,5 seats,31995.0,False,295 lb-ft @ 3000 RPM,A,Automatic,AWD,114 in,2016
38623,--,Convertible,06770,H6,Blue,41.6 in,17.9 gal,Gasoline,False,580.0,Gray,False,Porsche,4 seats,165995.0,False,,A,Automatic,AWD,96.5 in,2017
38812,,SUV / Crossover,08638,V6,White,,,Gasoline,False,,Black,False,Porsche,,44995.0,False,,A,8-Speed Automatic,,,2017
38979,--,SUV / Crossover,08638,I4,White,--,19.8 gal,Gasoline,False,252.0,Garnet Red,False,Porsche,5 seats,38995.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
39029,33.3 in,Sedan,10466,V8,Silver,41.9 in,26.4 gal,Gasoline,False,570.0,Red,False,Porsche,4 seats,59995.0,False,553 lb-ft @ 2250 RPM,A,Automatic,AWD,120.9 in,2015
40146,--,SUV / Crossover,07044,V6,Black,67 in,26.4 gal,Gasoline,False,300.0,Black,False,Porsche,5 seats,48999.0,False,295 lb-ft @ 3000 RPM,A,Automatic,AWD,114 in,2018
40231,--,SUV / Crossover,07044,,Black,--,19.8 gal,,False,400.0,Garnet Red/Black,False,Porsche,5 seats,57998.0,False,406 lb-ft @ 1350 RPM,A,Automatic,AWD,110.5 in,2018
40359,--,SUV / Crossover,07044,V6,Black,--,19.8 gal,Gasoline,False,360.0,Black,False,Porsche,5 seats,44890.0,False,369 lb-ft @ 1650 RPM,A,Automatic,AWD,110.5 in,2017
40427,--,Coupe,07044,H6,Gray,--,16.9 gal,Gasoline,False,325.0,Brown (Luxor Beige),False,Porsche,2 seats,48998.0,False,273 lb-ft @ 4500 RPM,A,Automatic,RWD,97.4 in,2014
40504,--,SUV / Crossover,07044,I4,Black,--,19.8 gal,Gasoline,True,252.0,Black,False,Porsche,5 seats,36798.0,False,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2017
40597,--,Sedan,07044,V6,Black,--,23.7 gal,Gasoline,False,330.0,Black,False,Porsche,4 seats,69500.0,False,331 lb-ft @ 1340 RPM,A,Automatic,AWD,116.1 in,2017
40741,33.3 in,Sedan,07044,V6,Black,41.9 in,23.7 gal,Gasoline,False,440.0,Black,False,Porsche,4 seats,71998.0,False,405 lb-ft @ 1750 RPM,A,Automatic,AWD,116.1 in,2017
40832,--,Convertible,48084,H6,Black,41.6 in,16 gal,Gasoline,False,258.0,None,False,Porsche,2 seats,15995.0,False,229 lb-ft @ 4500 RPM,M,Manual,RWD,95.1 in,2004
41095,--,Convertible,07044,H6,Blue,41.6 in,16.9 gal,Gasoline,False,370.0,None,False,Porsche,4 seats,84000.0,False,331 lb-ft @ 1700 RPM,M,Manual,RWD,96.5 in,2018
41236,--,Convertible,48084,H6,Black,41.6 in,17.7 gal,Gasoline,False,450.0,Black,False,Porsche,4 seats,149894.0,False,405 lb-ft @ 2150 RPM,A,Automatic,AWD,96.5 in,2019
41380,--,SUV / Crossover,07044,I4,White,--,19.8 gal,Gasoline,False,252.0,Black,False,Porsche,5 seats,37925.0,False,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2017
41736,--,SUV / Crossover,11580,I4,Black,--,19.8 gal,Gasoline,False,252.0,Black,False,Porsche,5 seats,33990.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic Overdrive,AWD,110.5 in,2017
42098,--,Coupe,11580,H6,Black,41.6 in,17.9 gal,Gasoline,False,560.0,Black,False,Porsche,4 seats,94990.0,False,516 lb-ft @ 2100 RPM,A,7-Speed Automatic Overdrive,AWD,96.5 in,2014
42275,--,Convertible,08724,H6,Blue,41.6 in,15 gal,Gasoline,False,201.0,Gray,False,Porsche,2 seats,10990.0,False,181 lb-ft @ 4500 RPM,M,5-Speed Manual,RWD,95.2 in,1997
42365,--,Convertible,07044,H4,Agate Gray Metallic,--,16.9 gal,Gasoline,False,350.0,Bordeaux Red,False,Porsche,2 seats,69995.0,False,309 lb-ft @ 1900 RPM,A,Automatic,RWD,97.4 in,2019
43111,--,SUV / Crossover,06120,V6,Jet Black Metallic,67 in,26.4 gal,Gasoline,False,300.0,Black,False,Porsche,5 seats,25900.0,False,295 lb-ft @ 3000 RPM,A,8-Speed Automatic,AWD,114 in,2014
44220,--,SUV / Crossover,07643,I4,Night Blue Metallic,--,19.8 gal,Gasoline,False,252.0,Black,False,Porsche,5 seats,38970.0,False,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2018
44539,--,SUV / Crossover,06606,V6,Quartzite Gray Metallic,--,23.7 gal,Gasoline,False,434.0,None,False,Porsche,5 seats,93717.0,False,405 lb-ft @ 1800 RPM,A,Automatic,AWD,114 in,2020
45090,33.3 in,Sedan,10466,V6,Aqua Blue Metallic,41.9 in,26.4 gal,Gasoline,True,,Espresso,False,Porsche,4 seats,22995.0,False,,A,Automatic,AWD,114.9 in,2011
45379,--,SUV / Crossover,06615,I4,Blue,--,19.8 gal,Gasoline,False,252.0,Brown (Tan),False,Porsche,5 seats,38417.0,False,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2017
45475,--,SUV / Crossover,07006,V6,Black,--,19.8 gal,Gasoline,False,348.0,Black,False,Porsche,5 seats,62495.0,False,352 lb-ft @ 1360 RPM,A,7-Speed Automatic,AWD,110.5 in,2019
45834,--,SUV / Crossover,07081,V6,White,67 in,26.4 gal,Gasoline,False,300.0,Black,False,Porsche,5 seats,35998.0,False,295 lb-ft @ 3000 RPM,A,Automatic,AWD,114 in,2018
46892,33.3 in,Sedan,07081,V8,Platinum Silver Metallic,41.9 in,21.1 gal,Gasoline,False,400.0,Gray (Platinum Grey),False,Porsche,4 seats,27995.0,False,369 lb-ft @ 3500 RPM,A,Automatic,RWD,114.9 in,2010
